47;Osnovna škola - redovni program - 6. razred osnovne škole ;6
47;Osnovna škola - redovni program - 7. razred osnovne škole ;7
47;Osnovna škola - redovni program - 8. razred osnovne škole ;8
48;Osnovna škola - redovni program - 1. razred osnovne škole ;1
48;Osnovna škola - redovni program - 2. razred osnovne škole ;2
48;Osnovna škola - redovni program - 3. razred osnovne škole ;3
48;Osnovna škola - redovni program - 4. razred osnovne škole ;4
48;Osnovna škola - redovni program - 5. razred osnovne škole ;5
48;Osnovna škola - redovni program - 6. razred osnovne škole ;6
48;Osnovna škola - redovni program - 7. razred osnovne škole ;7
48;Osnovna škola - redovni program - 8. razred osnovne škole ;8
49;Osnovna škola - redovni program - 1. razred osnovne škole ;1
49;Osnovna škola - redovni program - 2. razred osnovne škole ;2
49;Osnovna škola - redovni program - 3. razred osnovne škole ;3
49;Osnovna škola - redovni program - 4. razred osnovne škole ;4
